Array,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4
EFS_246_258,2,1,4,12,29,60,31,79,159,53,136,276,81,197,394,105,264,526,132,329,645,155,387,774,182,451,903,209,509,1017,229,569,1154,253,626,1232,278,682,1354,294,738,1452,310,789,1556,334,824,1638,346,874,1724,361,899,1789,385,939,1864,391,987,1980,411,1022,1996,235,467,1186,2233,3386,0,0,1,2,5,12,6,14,31,11,28,56,14,40,84,19,54,107,29,65,137,33,85,167,39,99,197,47,119,235,53,136,270,59,155,306,67,169,344,76,188,388,82,211,419,88,230,457,100,242,494,109,272,533,122,286,572,124,297,604,133,326,649,64,127,311,608,1210,0,0,1,2,4,7,3,6,17,4,12,25,6,18,41,7,23,51,12,32,66,15,37,76,18,45,94,20,55,112,26,63,130,31,74,150,35,86,166,38,97,192,43,105,216,46,122,244,53,136,265,59,146,294,61,151,315,70,173,346,76,191,381,34,68,170,341,696,1,1,3,1,9,15,6,20,39,14,39,79,22,64,121,34,89,178,47,120,243,62,148,316,76,190,379,90,233,464,107,272,545,123,313,620,145,360,714,154,398,773,175,420,861,189,472,909,200,514,1002,226,558,1060,244,598,1217,256,614,1249,265,668,1339,125,241,595,1172,2330
LAT_249_261,1,2,1,-1,1,0,-1,2,3,1,3,4,1,5,6,1,5,10,0,8,12,5,9,16,3,8,14,4,10,17,6,12,22,6,12,24,7,14,27,7,14,31,7,15,33,7,15,35,8,18,36,5,21,36,9,21,40,8,21,42,5,24,44,4,9,25,46,99,0,0,0,-1,2,1,-1,0,-2,1,-2,1,-1,1,2,-1,1,2,0,1,2,2,0,5,1,2,5,2,5,6,2,5,6,2,4,9,0,4,10,2,4,9,2,5,9,0,6,10,3,6,11,2,6,12,2,7,14,1,8,13,4,6,18,2,4,9,19,41,-3,1,-1,-1,-2,-1,0,-1,-3,1,0,1,2,0,1,1,0,2,0,1,3,-1,1,3,2,1,2,1,3,4,2,3,5,0,4,5,2,4,6,1,4,6,2,3,6,2,3,8,1,0,8,2,4,10,0,4,9,3,6,9,1,4,8,1,3,6,12,26,2,1,0,-1,0,1,-1,0,0,0,0,3,1,2,1,-1,3,2,2,3,6,0,0,7,2,5,10,2,6,10,4,7,13,1,5,14,3,9,14,3,10,12,3,11,21,3,13,19,4,10,24,1,13,25,5,9,25,5,13,27,6,13,27,3,4,10,23,43
BTLA_252_262,-1,0,-1,0,2,1,0,1,1,0,2,5,-1,2,6,0,4,8,1,3,6,2,4,7,2,3,7,2,3,10,2,4,11,1,3,13,-1,6,11,2,6,12,4,8,15,3,5,16,1,6,14,2,8,14,2,8,16,3,9,16,2,8,17,2,3,8,14,33,0,1,-1,1,0,0,1,0,3,0,1,3,0,2,-1,1,1,1,0,1,1,1,1,3,1,1,3,-1,1,3,1,1,5,2,3,2,-1,2,4,1,2,4,1,0,0,0,2,3,3,0,4,2,2,6,1,1,6,1,4,5,1,1,5,0,2,2,11,15,-1,2,0,0,0,1,1,0,2,1,-1,0,0,2,0,1,-3,0,1,0,1,0,1,-1,1,2,0,-1,1,3,-1,4,0,-1,-2,0,1,2,3,1,2,0,0,0,1,0,1,3,2,0,3,0,1,2,0,2,2,0,1,2,0,2,1,1,2,1,4,5,1,0,1,0,1,1,0,0,0,1,0,2,0,2,2,2,-1,3,1,2,2,0,2,2,1,3,4,1,1,3,1,2,3,0,4,3,1,2,6,1,1,5,0,3,3,0,1,7,1,2,5,2,4,9,1,4,5,2,1,8,1,4,9,1,1,1,6,13
MBP_259_271,-1,-1,0,0,0,2,1,0,2,-1,1,2,0,2,4,1,2,0,-1,1,0,1,0,1,-1,0,1,-1,1,4,0,0,3,0,1,-1,-1,1,1,2,0,2,-1,-1,1,0,-1,1,-3,2,-2,-1,0,0,1,2,0,1,1,-2,-1,1,0,0,0,1,1,3,0,0,4,-2,1,1,1,0,0,1,2,1,1,0,0,1,-1,1,2,0,3,1,2,1,-1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,2,1,-1,1,1,2,1,-2,-1,1,1,-1,0,0,0,2,0,-1,0,2,2,-2,0,-1,0,1,0,1,-2,0,0,0,0,1,1,3,0,1,1,2,1,2,-1,1,2,-1,0,3,0,-1,2,-1,-2,1,1,0,1,-2,0,-1,-1,1,1,0,0,4,0,1,1,-1,0,-3,0,2,0,0,-1,0,0,-1,1,0,-3,2,0,1,0,1,0,-1,-1,-2,1,0,0,1,0,0,0,0,0,1,0,3,1,2,1,-2,3,4,0,1,3,0,2,4,1,0,4,1,2,2,0,1,2,1,0,2,-1,3,3,1,-1,-1,0,2,2,0,2,4,0,-1,2,0,0,0,0,2,0,1,1,2,1,2,2,1,2,2,0,0,3,-1,-1,-2,-2,-4
HAVR2_257_267,1,2,1,5,9,19,7,21,42,11,30,66,16,41,90,20,59,114,26,70,137,31,80,158,35,90,180,39,101,197,42,109,227,48,121,239,51,132,260,56,142,288,61,151,302,60,158,318,66,171,336,70,177,355,76,184,367,78,188,383,72,198,401,39,86,210,414,851,0,1,-1,2,2,4,2,6,13,5,10,22,7,17,29,10,15,39,9,21,45,13,30,57,13,32,71,17,37,77,17,39,84,19,43,95,17,50,99,22,55,104,22,56,119,24,60,130,27,66,139,29,74,148,31,74,157,30,81,162,31,82,169,16,32,81,166,331,1,1,3,1,3,3,3,4,7,4,4,10,3,7,18,4,9,18,6,13,23,7,14,30,7,21,35,8,15,41,10,21,48,11,25,55,12,27,60,12,28,66,16,33,71,15,38,76,13,45,83,16,43,90,17,48,100,21,54,98,21,54,108,13,21,60,111,239,1,1,2,2,5,5,2,6,15,5,10,18,7,13,29,6,17,41,11,23,49,14,29,59,11,35,71,15,42,81,18,45,95,21,54,106,24,54,116,26,63,130,26,70,135,29,74,155,32,80,166,33,87,175,35,96,187,36,97,198,42,106,211,21,49,127,238,485
VISTA_260_270,0,2,3,2,3,7,1,5,8,1,3,9,0,5,9,2,4,9,1,4,9,3,5,7,2,4,9,0,4,10,4,3,11,2,2,9,2,5,7,1,4,8,-1,3,7,2,2,8,1,5,9,2,5,7,3,4,6,2,4,6,3,4,9,0,0,3,4,10,1,1,4,0,2,7,0,4,7,0,3,8,1,2,5,0,2,5,1,3,5,1,2,4,-1,2,0,0,3,7,1,2,5,1,2,3,0,4,4,1,2,5,0,3,2,1,1,5,-1,3,3,2,3,4,0,0,5,1,4,4,1,0,4,0,0,-1,3,1,2,3,6,3,5,7,0,5,7,1,4,2,2,1,2,2,1,5,1,4,5,2,2,6,1,3,4,1,4,5,1,2,2,1,1,6,0,4,3,1,2,4,0,3,7,2,1,4,1,2,6,1,4,7,1,3,3,1,2,6,2,4,4,1,0,0,1,6,1,2,0,0,4,7,2,0,7,2,2,9,4,2,10,2,3,10,1,4,10,2,3,9,2,6,9,1,5,10,3,4,8,1,7,6,1,3,6,3,3,8,1,4,10,2,5,10,2,5,7,1,2,8,2,4,7,0,5,9,2,-2,9,0,0,3,5,12
MBP_263_275,-1,-1,1,3,1,2,0,1,1,1,1,2,-1,0,3,0,-2,1,1,0,1,0,0,2,2,1,1,0,-2,1,1,1,1,-1,1,-1,0,-1,-1,-1,-2,2,0,-1,1,1,-2,-3,0,-1,1,1,-1,-3,1,-2,-1,-2,-1,-2,-1,1,2,1,0,-1,-4,-11,1,-1,0,0,0,3,1,2,2,0,1,0,2,0,0,1,1,2,1,0,-1,-1,0,0,0,-1,1,-1,-2,0,0,0,-2,0,0,0,-1,-1,-1,0,1,-3,0,1,-1,0,-2,0,0,-1,-2,0,-1,-4,1,0,-3,-1,-1,-2,1,1,-2,0,-2,-2,-3,-3,1,0,2,-1,2,2,2,1,3,2,3,3,1,1,-1,0,2,4,0,-1,1,-1,2,2,0,2,2,1,0,2,1,1,3,1,2,0,0,-1,1,1,0,2,0,-1,2,1,0,1,1,0,1,-1,-2,2,0,0,0,-1,1,2,0,1,-1,1,-1,-1,-2,0,0,1,2,0,2,1,0,1,0,0,1,0,1,0,1,0,1,3,0,1,0,0,0,0,1,0,2,-1,2,-2,1,-1,0,0,-2,0,1,0,0,1,1,-1,-1,-1,1,-1,0,-2,2,1,-2,0,-1,2,1,1,-2,1,0,1,0,-1,-1,1,-2,-2,-4,-2
ODPAT_291_303,-1,0,1,0,0,-2,2,0,-1,0,0,2,-1,0,-1,-1,-1,0,-1,0,-2,0,-1,-1,-1,0,2,0,-2,1,0,1,-3,1,0,-2,1,1,-1,1,0,-1,0,2,2,0,0,1,0,0,3,-1,1,0,2,-3,2,-1,1,2,-1,1,2,0,0,-1,3,4,0,0,0,-2,0,-1,-1,0,-1,0,0,-1,1,1,0,0,0,2,0,1,0,0,-1,-1,-1,1,2,-1,0,-1,2,1,2,0,1,0,0,-1,-1,1,1,0,1,0,-1,0,-1,2,-1,0,2,0,2,3,1,0,2,0,1,1,0,0,2,0,1,2,3,7,-1,1,-3,0,0,0,-1,0,-1,-2,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-1,2,-1,0,0,0,0,3,-1,3,2,1,1,0,2,-2,0,0,0,2,1,0,2,-2,-1,1,0,0,1,0,2,0,1,2,0,-1,2,1,0,0,0,0,1,0,0,0,-1,-2,0,0,0,2,0,-2,1,-1,2,-2,1,0,4,2,2,2,1,1,1,3,2,3,1,1,0,0,1,2,1,2,2,2,0,0,1,2,3,1,1,3,0,-1,3,-2,1,3,0,2,3,2,0,2,1,0,0,0,0,1,0,6
ARAF_297_307,1,1,2,-2,1,2,0,3,5,1,2,6,4,6,6,4,6,13,2,5,11,4,5,10,5,9,16,4,8,15,3,10,20,4,11,19,4,11,21,7,12,23,5,12,24,7,11,28,5,14,26,4,13,27,7,16,27,6,14,29,7,14,28,3,6,16,30,64,0,-1,0,0,0,0,1,1,2,1,1,3,1,2,1,-1,2,5,4,6,8,3,5,6,0,5,6,1,5,2,2,5,5,2,6,6,3,6,11,2,7,14,2,3,14,2,7,15,2,7,9,3,8,11,3,7,16,4,8,14,3,8,16,2,5,9,19,41,-1,0,1,2,1,2,1,1,1,0,3,5,1,4,5,2,2,5,0,3,2,0,4,7,2,3,6,2,6,8,1,4,5,1,2,7,2,6,9,3,5,-1,2,6,8,1,5,9,2,3,11,2,5,11,3,5,11,3,4,10,3,5,10,1,3,6,13,30,-3,0,1,0,0,3,0,2,5,0,2,5,1,0,4,2,5,6,1,4,8,2,6,11,1,5,12,1,4,12,1,6,11,2,7,15,2,7,15,2,8,13,3,7,16,2,8,15,3,10,17,5,10,19,3,8,18,4,10,21,5,11,20,2,5,7,19,37
PP2AB_297_309,1,1,1,1,1,3,0,3,4,1,3,4,1,2,2,-1,1,3,-2,4,4,2,2,5,2,3,5,3,3,6,2,4,4,2,3,5,2,2,5,0,2,7,0,3,4,2,0,6,1,2,7,1,3,6,1,2,7,1,5,6,2,3,5,2,3,4,6,15,0,1,2,1,0,1,1,3,2,0,3,1,0,0,3,0,2,4,0,0,-1,0,-3,3,0,3,4,-1,2,1,0,2,3,0,2,3,1,2,1,1,2,3,0,1,4,1,2,-3,1,2,4,1,3,4,1,2,2,1,2,6,1,1,1,1,1,4,5,11,-1,1,1,-1,1,2,0,0,3,0,3,3,0,0,2,1,1,1,0,2,3,0,1,3,1,-1,4,2,0,3,1,1,2,0,1,1,1,2,4,0,1,2,2,3,2,0,1,2,1,2,4,1,2,2,1,2,3,0,1,7,2,2,4,0,2,2,5,7,0,1,2,1,2,5,0,1,2,0,1,4,0,2,2,0,1,4,0,1,5,0,2,1,1,2,5,-1,4,5,3,3,4,1,-1,4,1,1,5,0,4,5,1,2,5,3,2,4,1,1,4,1,2,7,2,2,5,1,4,6,2,1,8,1,1,4,3,8
PAXI_24_36,-1,-1,2,1,1,1,0,10,17,4,14,26,5,18,36,9,23,45,10,26,56,12,32,70,15,38,78,19,43,85,19,49,99,20,49,110,22,58,117,25,64,123,26,70,138,28,72,147,30,78,153,32,81,163,33,86,172,34,92,183,37,90,190,20,42,107,212,425,1,1,0,1,3,3,1,-1,3,1,3,6,1,4,8,3,8,12,3,9,15,4,11,20,4,10,21,6,13,24,6,18,30,5,16,31,7,19,34,8,17,34,10,20,47,9,23,44,9,24,48,11,26,51,11,28,55,12,29,56,13,31,61,6,13,27,58,126,0,2,2,-1,1,0,0,0,2,-1,2,4,1,4,6,3,3,9,2,5,7,1,5,12,4,7,12,4,6,15,3,7,13,5,8,17,3,10,22,3,9,23,4,10,26,4,13,25,6,12,27,4,13,30,5,15,34,6,16,33,9,18,39,6,8,19,43,86,-1,1,2,0,3,0,3,1,8,1,4,14,3,6,17,5,11,21,7,15,26,6,16,31,8,17,39,8,20,38,11,27,51,11,25,56,13,29,64,10,29,70,18,35,77,16,39,83,17,45,89,17,48,97,20,48,103,19,56,108,23,55,111,12,24,63,128,257
ZAP70_313_325,0,1,1,2,7,14,6,16,30,10,25,52,16,36,76,20,48,96,22,61,120,27,74,145,33,85,162,37,100,191,42,105,206,45,115,227,51,124,255,53,138,275,59,149,292,62,155,316,65,169,335,70,183,360,73,193,371,81,195,401,82,207,403,41,84,199,399,802,0,-1,0,1,2,5,0,3,9,2,7,14,3,8,22,5,12,28,6,19,36,8,20,40,7,26,46,10,27,53,10,32,58,13,33,71,15,35,76,16,42,84,18,45,88,15,46,93,21,53,106,21,58,108,21,60,119,23,60,126,26,64,133,15,28,75,156,309,0,0,-1,1,-1,2,1,3,6,1,3,4,1,5,6,3,7,15,0,11,17,4,10,20,5,11,24,7,14,32,5,19,30,8,16,36,8,22,40,9,15,47,10,25,50,12,27,53,10,31,58,11,30,67,13,34,65,18,37,78,15,37,83,8,14,36,76,160,0,1,1,0,2,4,3,4,10,3,11,22,5,14,24,9,19,46,9,25,49,11,32,69,15,40,77,19,45,94,20,52,105,27,59,117,25,65,129,29,70,146,27,82,167,32,82,171,34,92,191,36,104,197,43,106,213,45,115,218,46,120,237,21,47,117,240,484
AKT1_309_321_C310S,0,-2,1,0,-2,-3,-2,1,1,0,1,0,1,-1,2,1,-1,2,2,0,1,0,2,2,1,1,4,2,2,4,0,2,7,2,3,9,2,5,7,1,4,7,1,4,6,2,5,10,2,5,10,0,8,11,3,4,12,2,4,13,3,8,12,2,4,6,15,27,0,0,-2,0,-1,0,-2,0,-3,1,-1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,-2,1,0,2,3,2,2,3,2,0,4,2,2,6,2,5,5,2,2,6,1,4,6,0,2,5,2,1,7,1,2,8,1,4,6,1,3,5,1,0,4,7,15,-1,-1,-3,1,-1,-3,0,-1,-1,-1,-2,-1,-1,-2,0,-1,-3,-2,-1,0,0,-1,0,-1,1,2,1,0,-3,0,-1,0,1,-1,0,1,-1,1,2,-1,-1,2,2,1,0,-1,0,3,1,0,3,0,2,3,0,3,2,1,2,5,-1,2,3,1,2,-1,6,14,1,0,-1,1,-2,-1,0,-1,-2,0,-1,-1,0,-2,0,1,0,1,0,1,-1,0,0,2,0,2,3,0,2,3,1,2,5,1,2,3,0,2,4,1,2,3,0,2,6,0,2,7,1,0,5,3,3,8,2,2,4,1,4,6,0,2,5,1,1,6,10,18
SHC1_309_321,1,2,3,-1,3,2,1,1,1,0,3,5,2,-1,4,-1,2,5,1,1,1,1,0,3,0,2,3,0,0,1,0,2,3,1,2,2,0,-1,3,-1,1,-1,0,3,1,0,2,3,0,2,2,1,2,2,2,3,3,1,1,1,0,1,3,-1,-1,0,1,1,0,2,1,0,0,4,-1,0,1,0,0,2,0,0,0,-1,0,4,1,0,2,0,1,1,0,-2,0,-1,0,1,-1,0,0,-1,0,-1,0,0,1,-1,0,-2,0,0,-1,-1,0,-3,1,0,-2,0,-1,0,0,0,-2,0,2,-1,-1,-1,-3,-1,0,-2,-1,2,0,0,4,0,1,2,1,1,1,1,2,1,1,-1,2,0,0,0,-1,1,0,2,0,0,1,1,0,0,0,2,-1,-1,-2,-1,-1,0,1,0,-2,1,0,0,-2,0,1,0,0,-1,-1,0,-1,-1,0,-1,0,0,1,0,-1,-2,0,-1,1,-1,0,1,-1,-2,0,1,1,0,0,3,0,-1,2,1,0,3,1,1,2,1,0,1,-1,-1,1,1,-1,3,2,4,-1,0,0,1,0,1,0,1,-2,3,0,-1,2,-1,0,2,0,-1,4,0,4,2,1,1,4,1,2,0,1,1,-1,-1,0,1,-1,1,0,0,1,1,-2,-2
DYR1A_312_324,0,0,-1,1,0,2,0,1,2,1,1,0,1,1,6,0,2,6,1,0,3,2,3,4,2,2,5,2,3,3,0,3,4,-2,2,3,2,1,3,1,0,2,1,3,5,0,2,8,0,2,4,1,0,3,1,3,7,1,2,7,2,1,9,1,2,2,4,11,1,1,1,0,0,2,1,2,0,-1,0,2,1,0,0,0,0,-2,1,0,0,-1,1,0,1,1,-1,0,1,2,0,-3,0,0,2,1,0,1,2,1,0,1,0,-1,4,0,0,2,-1,2,1,0,0,1,0,0,2,0,0,1,-1,0,0,0,0,-1,0,3,1,1,2,0,-1,1,0,1,2,1,1,0,1,0,1,0,0,0,0,2,-1,0,0,0,1,1,-1,1,-2,1,1,0,1,0,1,1,0,0,-1,-1,2,0,-1,1,-2,-1,0,1,0,2,-2,0,1,0,1,0,1,0,3,4,-1,1,1,-1,0,-2,-1,-1,0,2,3,-1,0,4,0,0,4,1,2,-1,1,2,5,0,2,5,2,-1,4,1,-1,6,2,2,4,1,2,5,0,2,5,1,2,1,1,2,3,2,0,4,0,4,5,0,1,6,1,3,6,3,3,5,1,3,6,1,1,4,1,2,6,0,0,3,5,12
NCF1_313_325,1,2,5,3,4,8,1,6,8,1,7,11,1,3,11,3,7,9,3,6,11,3,8,15,3,6,9,1,6,14,4,8,10,0,5,12,2,8,14,2,6,11,2,6,13,1,8,12,2,8,12,2,8,12,2,7,13,3,6,12,2,5,12,-1,2,8,12,21,1,1,3,2,4,6,2,5,10,2,4,8,0,4,8,1,7,8,1,4,7,1,5,6,1,3,6,1,2,8,0,1,4,2,1,6,1,2,7,0,4,6,3,2,7,2,2,6,2,4,7,0,3,5,1,5,6,1,3,7,1,3,9,0,1,5,7,14,2,3,6,2,5,9,3,2,5,2,3,8,1,4,5,1,3,7,1,3,4,1,3,3,0,-2,7,1,3,5,0,4,1,-1,0,6,0,1,5,0,3,4,1,2,4,1,4,5,2,0,6,1,3,5,2,2,6,2,1,4,1,5,4,1,2,5,5,11,0,0,5,0,5,6,2,4,9,3,4,10,1,3,5,2,4,9,1,4,10,2,4,7,2,5,7,2,3,11,2,6,10,2,5,8,2,3,9,1,5,9,2,6,7,3,6,10,2,6,7,2,6,9,2,3,8,1,5,11,3,5,9,1,0,3,5,12
AKT1_320_332,1,1,0,0,0,0,0,4,0,1,1,1,1,2,1,1,1,2,2,2,2,1,1,4,1,1,5,0,3,5,1,4,6,2,3,7,2,4,10,2,4,9,1,5,8,2,6,8,4,4,10,3,6,9,1,5,10,2,5,13,3,5,12,1,2,6,10,21,-1,-1,2,0,1,0,0,-1,-2,1,0,-2,1,-1,0,-1,-1,2,1,1,3,0,3,4,2,1,4,1,1,2,0,0,3,-2,2,3,1,1,4,2,1,4,1,0,4,-1,3,4,0,0,0,0,3,4,0,1,4,2,1,4,1,1,5,-1,1,3,5,12,-1,-1,-1,0,1,1,0,-1,2,0,-1,2,-1,0,2,0,1,1,-1,1,1,0,-1,3,1,1,0,0,1,1,0,1,3,1,1,2,-1,2,1,2,1,2,-1,1,1,2,0,0,-1,0,3,1,1,0,0,0,3,1,4,0,0,1,3,0,2,2,4,16,0,0,1,2,1,2,2,1,0,0,1,2,1,1,4,-1,3,0,0,2,1,0,0,2,0,3,5,2,2,4,2,2,3,0,1,4,1,2,6,0,3,5,2,4,9,2,2,5,1,2,5,-1,3,6,2,2,6,1,4,7,2,4,6,1,0,3,7,14
RAF1_332_344,2,0,-1,1,5,9,3,2,10,4,7,15,3,10,21,5,13,24,4,11,27,4,14,29,8,14,31,7,13,35,7,18,35,7,19,36,7,22,38,10,19,38,8,18,39,10,21,44,11,21,47,8,24,48,10,22,51,11,26,49,9,24,50,5,13,22,52,107,2,1,2,0,3,4,0,5,7,1,4,9,2,6,10,2,5,12,2,6,12,3,8,11,4,8,11,3,5,13,3,9,13,2,7,12,3,6,16,3,7,15,5,9,17,3,9,17,4,8,17,2,9,13,4,11,18,3,9,19,3,12,22,2,5,12,18,43,0,1,2,0,3,7,3,4,4,3,2,7,1,4,6,3,3,9,2,3,7,2,5,9,1,6,11,3,6,9,2,5,8,3,6,8,3,3,10,2,7,8,2,5,9,4,7,13,3,5,13,3,7,13,5,7,10,3,6,15,3,8,14,2,3,7,14,35,0,1,1,1,3,8,2,4,8,3,3,9,3,4,10,1,8,9,2,9,16,2,8,19,4,9,15,5,11,19,4,13,21,4,11,23,5,14,23,5,13,25,4,14,27,6,13,25,7,13,30,7,16,30,7,18,33,9,18,36,8,19,33,2,6,18,32,65
ODBA_340_352_D340K,-1,0,-1,-2,-1,-2,-1,-2,-1,1,-1,-3,0,-1,-2,0,-2,-5,-1,-2,-2,0,1,-5,0,0,-3,0,0,-2,0,-3,-2,-1,0,-3,-2,-2,-4,0,-1,-3,0,-1,-1,-1,0,-1,0,1,-2,-1,0,-1,-1,0,-1,-1,0,-2,0,0,-2,-1,-1,-1,-2,1,0,-1,2,1,-2,-2,1,0,-1,0,-1,-2,0,1,-2,0,-1,-2,-1,0,-4,0,-3,-3,0,1,-2,1,-1,0,-1,0,-1,1,0,1,-1,-1,0,0,1,-2,-1,-3,-2,0,-1,-1,1,2,1,0,-1,0,0,-1,1,0,-1,0,0,0,1,0,0,-1,-1,2,0,1,-1,0,-1,-2,0,1,0,1,-1,-2,1,0,-1,-1,2,-1,-1,0,-1,0,-1,0,-2,-2,1,1,-1,-1,1,-1,-1,2,0,-1,-1,-2,0,1,-1,-1,-1,0,0,2,0,0,1,-1,0,1,-1,2,-1,0,1,0,0,0,-1,1,2,1,-1,1,2,1,-1,1,2,0,1,0,1,-1,2,0,-2,0,0,-1,-1,0,1,-2,-1,-1,-1,-2,1,-1,-1,0,0,-1,-1,1,0,0,-1,1,1,1,-1,-1,-1,-1,1,3,1,1,-3,1,0,1,-1,1,0,0,0,1,-1,-1,0,0,2,0,-3,1,0,-1,0,1,2,0
EPOR_361_373,1,0,-1,1,1,5,1,4,9,2,8,13,4,11,20,7,13,26,6,16,33,6,17,42,9,22,46,10,26,53,12,30,57,12,33,65,14,35,74,16,39,78,17,42,87,19,43,90,19,48,96,22,52,99,22,52,108,22,59,111,22,59,115,11,22,57,113,230,1,0,0,0,0,0,-1,0,1,1,1,4,2,2,5,0,4,8,3,6,11,2,5,13,2,7,16,5,6,16,1,10,18,3,10,21,5,11,22,6,13,23,5,12,28,5,13,29,6,17,31,7,17,34,8,18,36,7,18,40,10,20,42,5,9,23,46,90,-1,0,0,-1,-1,-1,0,1,1,2,1,1,0,0,1,1,0,3,1,3,5,1,3,6,1,2,4,1,2,9,2,6,7,1,5,11,4,5,12,1,5,11,3,8,15,3,7,16,6,9,18,4,9,18,5,7,18,5,10,22,3,14,25,3,7,15,27,60,1,1,2,0,1,1,2,3,1,3,0,6,1,5,8,4,5,12,3,9,18,3,11,22,4,14,26,5,13,29,7,17,35,7,19,40,7,18,45,9,24,48,10,25,52,12,27,57,14,31,57,12,30,65,13,34,69,14,34,74,14,36,78,8,13,36,71,147
PDPK1_369_381,0,0,0,2,2,4,0,3,7,1,2,9,5,7,13,3,8,22,4,11,21,4,14,26,6,15,32,8,15,35,8,17,42,8,20,43,11,23,46,13,25,53,12,27,51,11,30,59,12,32,64,12,32,69,14,30,70,16,36,71,13,39,77,7,15,40,84,163,1,0,-1,2,0,1,0,2,1,0,1,2,-1,2,4,1,3,5,3,1,9,3,4,11,2,1,8,3,6,12,3,7,13,3,3,15,5,6,19,0,11,21,4,10,20,5,11,21,4,14,23,5,13,25,8,15,30,7,13,29,5,13,32,0,6,14,30,64,0,0,0,0,-2,-1,-1,0,-2,-1,1,1,0,0,2,0,1,3,1,3,4,1,3,5,1,3,7,1,3,6,3,2,7,1,1,9,2,5,10,2,5,11,2,5,10,2,7,13,2,6,14,5,7,15,3,8,14,3,7,16,2,7,16,2,6,13,24,47,0,-1,0,0,0,0,1,0,-1,-2,3,3,2,-1,8,1,4,7,2,4,11,2,7,13,1,6,14,4,8,17,2,10,19,4,10,21,5,13,25,6,16,28,5,14,28,6,17,32,6,14,36,8,19,38,9,21,38,10,20,42,10,22,44,7,10,25,52,103
ACHD_383_395,1,1,2,-1,1,2,1,0,0,1,0,-4,-1,-1,-1,0,0,1,0,0,0,0,1,-1,-1,0,-2,0,-1,-1,1,0,1,0,1,2,2,1,3,0,0,-1,-3,1,1,1,1,0,1,-1,3,1,0,3,0,1,1,1,0,0,1,2,3,1,1,1,2,0,2,0,0,1,1,2,-1,2,-2,0,1,0,0,0,-2,0,0,-1,0,-2,0,0,-2,-1,-1,0,0,1,0,-1,0,-1,-2,0,-1,-1,0,0,0,1,0,0,0,0,-3,-1,-1,-2,-1,-1,2,-1,0,2,0,0,0,0,-1,0,-1,-1,-2,1,0,-1,-1,-2,0,-1,-1,1,0,0,1,-1,-1,0,-1,-2,0,-1,-3,0,1,-4,-1,0,-3,1,-3,-2,-2,-2,0,0,-2,-2,-2,-1,-2,-1,0,-2,-1,-1,-3,-2,-2,0,-1,-1,-4,-1,0,-2,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,1,-1,0,-4,-1,0,-1,-1,-4,-1,2,1,0,0,-1,0,1,2,0,-2,-1,-1,0,1,1,1,1,-1,0,-1,0,1,0,-1,0,0,1,0,-1,0,-1,0,0,-1,1,1,0,0,0,-1,0,1,2,1,1,-2,-1,1,0,2,0,2,0,1,1,1,0,-1,1,0,2,-1,0,0,3,1,2
